2018-01-13 00:00:00	BBCNEWS	39	BBCNEWS_20180113_000000_	IRAN NUCLEAR DEAL
2018-01-13 20:03:00	BBCNEWS	4	BBCNEWS_20180113_200000_BBC_News/start/180	Professor RUDI KLEIN. Specialist Engineering Contractors' Group
2018-01-13 20:04:00	BBCNEWS	22	BBCNEWS_20180113_200000_BBC_News/start/240	CARILLION DEBT FEARS. Construction company has debts O121.5bn\nJOE LVNAM. Business Correspondent
2018-01-13 20:04:00	CNNW	48	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/240	38 MINUTES PASSED BETWEEN \"MISSILE ALERT\" AND \"FALSE ALARM\"\nHAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG BU'ITON\
2018-01-13 20:04:00	MSNBCW	31	MSNBCW_20180113_200000_MSNBC_Live/start/240	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUNI')\"\nSHJHE COURTNEY KUBE I NATIONALSECURITY&M|LITARYREPORTER
2018-01-13 20:05:00	BBCNEWS	10	BBCNEWS_20180113_200000_BBC_News/start/300	CARILLION DEBT FEARS. BBC understands 'high level' govt meetings 'aking place
2018-01-13 20:05:00	FOXNEWSW	10	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/300	> DAVID IGE D l HAWAII GOVERNOR. . WHITE HOUSE OFFICIAL: FALSE MISSILE. Al ADM WM pupnv A CTATF \u201cForm:
2018-01-13 20:05:00	MSNBCW	29	MSNBCW_20180113_200000_MSNBC_Live/start/300	HAWAII EMA: \"NO MISSILE THREAT TO HAWAII\"\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUNI')\
2018-01-13 20:06:00	CNNW	38	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/360	HAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG BU'ITON\"\nHAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG BUTTON\". . GOV. David lge Hawaii\nHAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG BUTTON\"....
2018-01-13 20:06:00	FOXNEWSW	21	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/360	WHITE HOUSE OFFICIAL: FALSE MISSILE. ALARM WAS PURELY A STATE EXERCISE
2018-01-13 20:07:00	CNNW	17	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/420	HAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG BU'I'I'ON\". . . . GOV. David Ige Hawaii\nHAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG BUTTON\". . Gov. David Ige Hawaii\nHAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG...
2018-01-13 20:07:00	FOXNEWSW	24	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/420	Noli\ufb01cations Activation o! \u201cJ. State EOC snvmsm:. I. '\nNoli\ufb01cations Activation o! \u201cJ. State EOC snvmsml,. I. '\nNoli\ufb01cations Activation O! \ufb01t]. State EOC snvmsm:. I. '
2018-01-13 20:07:00	MSNBCW	34	MSNBCW_20180113_200000_MSNBC_Live/start/420	U.S. PACIFIC COMMAND: NO BALLISTIC MISSILE THREAT. DI\u2014'I'FCTFD TO HAWAII, mm \":9 MSG SFNT IN F99O9\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\
2018-01-13 20:08:00	BBCNEWS	12	BBCNEWS_20180113_200000_BBC_News/start/480	HAWAII FALSE MISSILE ALERT. Residents received warnings oi incoming missile\nHAWAII FALSE MISSILE ALERT. Many people posted screenshots of text warning\nHAWAII FALSE MISSILE ALERT. Message: Seek immediate shelter...
2018-01-13 20:09:00	CNNW	40	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/540	FALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII\nFALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII. Major Gen. Gary M. Hara Deputy Commanding General, US. Army Pacific
2018-01-13 20:09:00	FOXNEWSW	16	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/540	HAWAII GOV: WRONG BU'I'I'ON PUSHED DURING. SHIFT CHANGE LIED TQ FALSE ALARM\nHAWAII GOV: WRBNG BU\ufb01\u00e9N PUSHED DURING. CHIFT ('l-IANGF an Tn FAI CF AI ADM
2018-01-13 20:09:00	MSNBCW	62	MSNBCW_20180113_200000_MSNBC_Live/start/540	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\
2018-01-13 20:11:00	BBCNEWS	18	BBCNEWS_20180113_200000_BBC_News/start/660	MODEL MURDER. 25-year-old dies after stabbing in West London\nHAWAII FALSE MISSILE ALERT. President Trump brieied on the situation\nHAWAII FALSE MISSILE ALERT. FCC to launch a '1ull investigation'...
2018-01-13 20:11:00	MSNBCW	16	MSNBCW_20180113_200000_MSNBC_Live/start/660	U.S. PACIFIC COMMAND: NO BALLISTIC MISSILE THREAT. DI-'I'FCTFD TO HAWAII, FADI IFD MSG SFNT IN Fppnp\nHAWAII EMA: \"NO MISSILE THREAT TO HAWAII\"\nU.S. PACIFIC COMMAND: NO BALLISTIC MISSILE THREAT. DI\u2014'I'FCTFD TO HAWAII, FADI IFP MSG...
2018-01-13 20:12:00	BBCNEWS	19	BBCNEWS_20180113_200000_BBC_News/start/720	SOUTHPORT MURDER INVESTIGATION. Woman, 28, injured in Tui travel agents dies in hospital
2018-01-13 20:12:00	CNNW	39	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/720	38 MINUTES PASSED BETWEEN \"MISSILE ALERT\" AND \"FALSE ALARM\"\nFALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII. Elise Labott CW Global Affairs Correspondent
2018-01-13 20:12:00	FOXNEWSW	24	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/720	HAWAII GOV: WRONG BU1TON PUSHED DURING. CHIFT ('HANGF I m Tn FAI an: Al ADM
2018-01-13 20:12:00	MSNBCW	28	MSNBCW_20180113_200000_MSNBC_Live/start/720	HAWAII EMA: \"NO MISSILE THREAT TO HAWAII\"\nHAWAII EMA: \"Nb MISSILE THREAT TO HAWAII\"\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\
2018-01-13 20:13:00	CNNW	33	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/780	38 MINUTES PASSED BETWEEN \"MISSILE ALERT\" AND \"FALSE ALARM\". . Elise Labott Cw Global Affairs Correspondent\nFALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII\n38 MINUTES PASSED BETWEEN \"MISSILE ALERT\" AND \"FALSE ALARM\
2018-01-13 20:14:00	BBCNEWS	34	BBCNEWS_20180113_200000_BBC_News/start/840	HAWAII FALSE MISSILE ALERT. Hawaii Governor apologies for {alse alarm
2018-01-13 20:14:00	MSNBCW	55	MSNBCW_20180113_200000_MSNBC_Live/start/840	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THDFAT INROUNI')\
2018-01-13 20:15:00	CNNW	36	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/900	FALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII\nHAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG BU'ITON\
2018-01-13 20:16:00	FOXNEWSW	31	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/960	HAWAII GOV: WRONG BU'I'I'ON PUSHED DURING. SHIFT CHANGE LIED TO FALSE ALARM\nHAWAII GOV: WRONG BUTTON PUSHED DURING. SHIFT CHANGE LED TO FALSE ALARMi
2018-01-13 20:16:00	MSNBCW	40	MSNBCW_20180113_200000_MSNBC_Live/start/960	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THDFAT INROUNI')\"\nHAWAII EMA: \"NO MISSILE THREAT TO HAWAII\
2018-01-13 20:17:00	FOXNEWSW	5	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/1020	\ufb01'j'. . BUSINESS LENDING TECHNOLOGY PAYMENT PROCESSING
2018-01-13 20:17:00	MSNBCW	16	MSNBCW_20180113_200000_MSNBC_Live/start/1020	U.S. PACIFIC COMMAND: NO BALLISTIC MISSILE THREAT. DI-'I'FCTFD TO HAWAII, FADI IFD MSG SFNT IN FDDOD\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUNI')\"\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC...
2018-01-13 20:18:00	CNNW	4	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/1080	thecompanystore.com
2018-01-13 20:19:00	MSNBCW	23	MSNBCW_20180113_200000_MSNBC_Live/start/1140	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THDFAT INROUNI')\"\nHAWAII EMA: \"NO MISSILE THREAT TO HAWAII.\u2019 '
2018-01-13 20:20:00	FOXNEWSW	39	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/1200	EMERGENCY OFFICIALS: BALLISTIC MISSILE. ALERT SENT TO HAWAII RESIDENTS WAS A MISTAKE
2018-01-13 20:20:00	MSNBCW	28	MSNBCW_20180113_200000_MSNBC_Live/start/1200	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUNI')\"\nU.S. PACIFIC COMMAND: NO BALLISTIC MISSILE THREAT. DI\u2014'I'FCTFD TO HAWAII, mm \":9 MSG SFNT IN F99O9
2018-01-13 20:21:00	BBCNEWS	45	BBCNEWS_20180113_200000_BBC_News/start/1260	IRAN SANCTIONS. Iran angered by new sanctions imposed by US\nIRAN SANCTIONS. President Trump accused of hostile measures
2018-01-13 20:22:00	BBCNEWS	11	BBCNEWS_20180113_200000_BBC_News/start/1320	IRAN SANCTIONS. US had suspended sanctions after Ivan nuclear deal\nIRAN SANCTIONS. Punitive measures against Iran remain in force\nIRAN SANCTIONS. Trump has strongly criticised 2O15 nuclear...
2018-01-13 20:22:00	CNNW	35	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/1320	FALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII\nFALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII. . Kenyatta Hines Just moved to Hawaii
2018-01-13 20:23:00	BBCNEWS	11	BBCNEWS_20180113_200000_BBC_News/start/1380	IRAN SANCTIONS. President Trump accused of hostile measures\nIRAN SANCTIONS. Sanctions on head of judiciary have \u2019crossed a red line'\nIRAN SANCTIONS. US had suspended sanctions after Iran...
2018-01-13 20:24:00	MSNBCW	8	MSNBCW_20180113_200000_MSNBC_Live/start/1440	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUNI')\
2018-01-13 20:25:00	BBCNEWS	4	BBCNEWS_20180113_200000_BBC_News/start/1500	GEORGE BIGGAR. World record holder
2018-01-13 20:25:00	FOXNEWSW	10	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/1500	HAWAII GOV: WRONG BU'I'I'ON PUSHED DURING. SHIFT CHANGE LED TO FALSE ALARM
2018-01-13 20:26:00	MSNBCW	10	MSNBCW_20180113_200000_MSNBC_Live/start/1560	Victoza\" is a medicine for adults with type 2 diabetes that along with your. h current treatment for your cardiovascular (CV) disease, may reduce the risk\nvictoza.com See our ad in Diabetes Self-Management.
2018-01-13 20:27:00	CNNW	32	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/1620	FALSE ALERT SENT OUT TO HAWAII ABOUT \"MISSILE STRIKE\"\nFALSE ALERT SENT OUT TO HAWAII ABOUT \u201cMISSILE STRIKE\". . Rep. Francis Rooney (R) Foreign Affairs Committee\nFALSE ALERT SENT OUT TO...
2018-01-13 20:28:00	CNNW	9	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/1680	FALSE ALERT SENT OUT TO HAWAII ABOUT \"MISSILE STRIKE\
2018-01-13 20:29:00	MSNBCW	24	MSNBCW_20180113_200000_MSNBC_Live/start/1740	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\
2018-01-13 20:30:00	FOXNEWSW	12	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/1800	EMERGENCY OFFICIALS: BALLISTIC MISSILE. ALERT SENT To HAWAII RESIDENTS WAS A MISTAKE
2018-01-13 20:31:00	MSNBCW	26	MSNBCW_20180113_200000_MSNBC_Live/start/1860	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUNI')\"\nU.S. PACIFIC COMMAND: NO BALLISTIC MISSILE THREAT. DI\u2014'I'FCTFD TO HAWAII, FADI IFD MSG SFNT IN FDDOD\nU.S. PACIFIC COMMAND: NO...
2018-01-13 20:32:00	CNNW	25	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/1920	TRUMP AT MAR-A-LAGO AFTER CHAOTIC 48 HOURS\nuse as directed
2018-01-13 20:32:00	FOXNEWSW	17	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/1920	Noli\ufb01cations Activation of \u201cJ. State EOC snvmsml,. I. '\nNoti\ufb01cations Activation o! \u201cJ. State EOC snvmsm:. I. '
2018-01-13 20:33:00	CNNW	53	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/1980	TRUMP AT MAR-A-LAGO AFTER CHAOTIC 48 HOURS\nWORLD LEADERS CALL TRUMP'S VULGAR REMARKS \"RACIST,\" \"SHAMEFUL\
2018-01-13 20:33:00	FOXNEWSW	10	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/1980	EMERGENCY OFFICIALS: BALLISTIC MISSILE. ALERT SENT TO HAWAII RESIDENTS WAS A MISTAKE
2018-01-13 20:33:00	MSNBCW	29	MSNBCW_20180113_200000_MSNBC_Live/start/1980	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\"\nHAWAII EMA: \"NO MISSILE THREAT TO HAWAII\
2018-01-13 20:35:00	CNNW	29	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2100	7,OOO HAITIAN IMMIGRANTS LIVE NEAR FI'. MYERS, FL. . Rep. Francis Rooney (R) Florida\nWORLD LEADERS CALL TRUMP'S VULGAR REMARKS \"RACIST,\" \"SHAMEFUL\"\n7,OOO HAITIAN IMMIGRANTS LIVE NEAR FI'. MYERS, FL
2018-01-13 20:35:00	FOXNEWSW	10	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/2100	HAWAII GOV: WRONG BUTTON PUSHED DURING. SHIFT CHANGE LED TO FALSE ALARM\nEMERGENCY OFFICIALS: BALLISTIC MISSILE. ALERT SENT TO HAWAII RESIDENTS WAS A MISTAKE\nWHITE HOUSE OFFICIAL: FALSE MISSILE. ALARM WAS...
2018-01-13 20:35:00	MSNBCW	27	MSNBCW_20180113_200000_MSNBC_Live/start/2100	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\"\nGEN. BARRY MCCAFFREY 1 mac MILITARY ANALYST
2018-01-13 20:36:00	FOXNEWSW	33	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/2160	HAWAII GOV: WRONG BUTTON PUSHED DURING. SHIFT CHANGE LED TO FALSE ALARM
2018-01-13 20:36:00	MSNBCW	30	MSNBCW_20180113_200000_MSNBC_Live/start/2160	U.S. PACIFIC COMMAND: NO BALLISTIC MISSILE THREAT. DI\u2014'I'FCTFD TO HAWAII, FADI IFD MSG SFNT IN FDDOD\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\"\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII...
2018-01-13 20:37:00	CNNW	33	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2220	TRUMP'S SLURS COULD IMPACT IMMIGRATION, GOVT SHUTDOWN TALKS\nTRUMP'S SLURS COULD IMPACT IMMIGRATION, GOVT SHUTDOWN TALKS. Rep. Francis Rooney (R) Florida
2018-01-13 20:38:00	CNNW	38	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2280	TRUMP'S SLURS COULD IMPACT IMMIGRATION, GOVT SHUTDOWN TALKS. Rep. Francis Rooney (R) Florida\nTRUMP'S SLURS COULD IMPACT IMMIGRATION, GOVT SHUTDOWN TALKS
2018-01-13 20:38:00	MSNBCW	52	MSNBCW_20180113_200000_MSNBC_Live/start/2280	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\
2018-01-13 20:39:00	CNNW	38	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2340	TRUMP'S SLURS COULD IMPACT IMMIGRATION, GOVT SHUTDOWN TALKS\nTRUMP'S SLURS COULD IMPACT IMMIGRATION, GOVT SHUTDOWN TALKS. . Rep. Francis Rooney (R) Florida
2018-01-13 20:39:00	FOXNEWSW	11	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/2340	EMERGENCY OFFICIALS: BALLISTIC MISSILE. ALERT SENT TO HAWAII RESIDENTS WAS A MISTAKE\nHAWAII GOV: WRONG BUTTON PUSHED DURING. SHIFT CHANGE LIED TO FALSE ALARMV
2018-01-13 20:40:00	CNNW	6	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2400	Use as directed.\nComparison based on minimum labeled dosing.
2018-01-13 20:41:00	CNNW	8	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2460	due to a low white blood cell count, in people with certain types of cancer (nonmyeloid),. who receive anticancer medicines (chemotherapy) that can cause fever and low. blood cell count. May not reduce the risk of all infections.
2018-01-13 20:41:00	FOXNEWSW	16	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/2460	HAWAII GOV: WRONG BUTTON PUSHED DURING. 7 SHIFT CHANGE LED TO FALSE ALARM
2018-01-13 20:41:00	MSNBCW	10	MSNBCW_20180113_200000_MSNBC_Live/start/2460	Wy , I \"8UU 781'4547 MP19. . Ilow mun\": ......
2018-01-13 20:42:00	FOXNEWSW	10	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/2520	WHITE HOUSE OFFICIAL: FALSE MISSILE. ALARM WAS PURELY A STATE EXERCISE
2018-01-13 20:43:00	CNNW	7	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2580	Available b
2018-01-13 20:44:00	CNNW	48	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2640	FALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII\nFALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII. . Boris Sanchez OW White House Correspondent\nWH OFFICIAL: FALSE MISSILE...
2018-01-13 20:44:00	MSNBCW	23	MSNBCW_20180113_200000_MSNBC_Live/start/2640	HAWAII EMA: \"NO MISSILE THREAT TO HAWAII\"\nSHJHE COURTNEY KUBE I NATIONALSECURITY&M|L|TARYREPORTER
2018-01-13 20:45:00	CNNW	31	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2700	WH WON'T SAY WHEN TRUMP WAS BRIEFED ON FALSE MISSILE ALERT\nWH WON'T SAY WHEN TRUMP WAS BRIEFED ON FALSE MISSILE ALERT. . Boris Sanchez OW White House Correspondent\nWH OFFICIAL: FALSE MISSILE...
2018-01-13 20:45:00	FOXNEWSW	25	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/2700	EMERGENCY OFFICIALS: BALLISTIC MISSILE. ALERT SENT TO HAWAII RESIDENTS WAS A MISTAKE
2018-01-13 20:45:00	MSNBCW	36	MSNBCW_20180113_200000_MSNBC_Live/start/2700	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\
2018-01-13 20:46:00	CNNW	11	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2760	WH OFFICIAL: FALSE MISSILE ALERT WAS STATE-CONTROLLED EXERCISE
2018-01-13 20:47:00	FOXNEWSW	3	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/2820	ChevyDealer.com
2018-01-13 20:47:00	MSNBCW	18	MSNBCW_20180113_200000_MSNBC_Live/start/2820	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUNI')\"\nJACOB SOBOROFF | :h\u2019li\ufb01\ufb01\ufb01m\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THDFAT INROUND\
2018-01-13 20:49:00	CNNW	4	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/2940	I TONIGHT 7P
2018-01-13 20:50:00	MSNBCW	24	MSNBCW_20180113_200000_MSNBC_Live/start/3000	REP. TULSI GABBARD: \"THIS IS A FALSE ALARM.... THFDF IS NO INCOMING MISSII F To HAWAII\"\nJEREMY BASH X FMR.CIA&PENTAGONCHIEFOFSTAFF
2018-01-13 20:51:00	CNNW	35	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/3060	WORLD RESPONDS TO TRUMP'S \"SHITHOLE COUNTRIES\" COMMENT\nWORLD RESPONDS TO TRUMP'S \u201cSHITHOLE COUNTRIES\u201c COMMENT. . Bambadjan Bamba Actor, \"Black Panther\
2018-01-13 20:51:00	FOXNEWSW	5	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/3060	EMERGENCY OFFICIALS: BALLISTIC MISSILE. ALERT SENT TO HAWAII RESIDENTS WAS A MISTAKE
2018-01-13 20:51:00	MSNBCW	26	MSNBCW_20180113_200000_MSNBC_Live/start/3060	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\"\nI 4:19 PM - 15 Jan 2O18
2018-01-13 20:53:00	CNNW	39	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/3180	WORLD RESPONDS TO TRUMP'S \u201cSHITHOLE COUNTRIES\" COMMENT. . Bambadjan Bamba Founder, \"Define America\"\nWORLD RESPONDS TO TRUMP'S \u201cSHITHOLE COUNTRIES\u201c COMMENT. . Bambadjan Bamba DACA activist\nWORLD RESPONDS TO TRUMP'S \"SHITHOLE...
2018-01-13 20:53:00	FOXNEWSW	57	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/3180	WHITE HOUSE OFFICIAL: FALSE MISSILE. ALARM WAS PURELY A STATE EXERCISE
2018-01-13 20:53:00	MSNBCW	27	MSNBCW_20180113_200000_MSNBC_Live/start/3180	U.S. PACIFIC COMMAND: NO BALLISTIC MISSILE THREAT. Dl-'TFCTFD TO HAWAII, FADI IFD MSG SFNT IN Fppnp\nU.S. PACIFIC COMMAND: NO BALLISTIC MISSILE THREAT. DI-'I'FCTFD TO HAWAII, FADI IFD MSG SFNT IN FDDOD
2018-01-13 20:54:00	FOXNEWSW	15	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/3240	any \"Elli: AI EDT\nHAWAII GOV: WRONG BUTTON PUSHED DURING. SHIFT CHANGE LED TO FALSE ALARMi 7\nHAWAII GOV: WRONG BUTTON PUSHED DURING. SHIFT CHANGE LED TO...
2018-01-13 20:54:00	MSNBCW	25	MSNBCW_20180113_200000_MSNBC_Live/start/3240	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUND\
2018-01-13 20:55:00	CNNW	29	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/3300	'BLACK PANTHER' SALES OUTPACING PREVIOUS MARVEL FILMS\nFALSE ALERT SENT OUT TO HAWAII ABOUT \"MISSILE STRIKE\
2018-01-13 20:55:00	FOXNEWSW	31	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/3300	EMERGENCY OFFICIALS: BALLISTIC MISSILE. ALERT SENT TO HAWAII RESIDENTS WAS A MISTAKE
2018-01-13 20:57:00	CNNW	24	CNNW_20180113_200000_CNN_Newsroom_With_Ana_Cabrera/start/3420	drool5now.com 87 7 -5 24-SIZE
2018-01-13 20:57:00	MSNBCW	13	MSNBCW_20180113_200000_MSNBC_Live/start/3420	TrenI W.
2018-01-13 20:58:00	FOXNEWSW	17	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/3480	HAWAII GOV: WRONG BUTTON PUSHED DURING. SHIFT CHANGE LED TO FALSE ALARMi
2018-01-13 20:59:00	FOXNEWSW	14	FOXNEWSW_20180113_200000_The_Journal_Editorial_Report/start/3540	EMERGENCY OFFICIALS: BALLISTIC MISSILE. ALERT SENT TO HAWAII RESIDENTS WAS A MISTAKE
2018-01-13 21:00:00	MSNBCW	27	MSNBCW_20180113_200000_MSNBC_Live/start/3600	HAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUNI')\"\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THDFAT INROUND\"\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII...
2018-01-13 21:01:00	CNNW	30	CNNW_20180113_210000_CNN_Newsroom_With_Ana_Cabrera/start/60	HAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG BU'ITON\"\nSTATEWIDE MISSILE ALERT WENT TO CELLPHONES, TV, RADIO\n38 MINUTES PASSED BETWEEN \"MISSILE ALERT\" AND \"FALSE ALARM\"\nFALSE \"INBOUND...
2018-01-13 21:01:00	FOXNEWSW	25	FOXNEWSW_20180113_210000_Americas_News_HQ/start/60	WHITE HOUSE OFFICIAL: FALSE MISSILE. ALARM WAS PURELY A STATE EXERCISE\nHAWAII GOV: WRONG BUTTON PUSHED DURING. 75mg CHANGE LED TO FALSE ALARM
2018-01-13 21:01:00	MSNBCW	26	MSNBCW_20180113_210000_MSNBC_Live/start/60	HAWAII EMA: \"NO MISSILE THREAT TO HAWAII\"\nHAWAII GOVERNOR'S OFFICE CONFIRMS. SOMFONF HIT THF WRONG MFSSAGF\nMILITARY OFFICIALS: THERE IS NO INDICATION. THF us, Mll ITApv...
2018-01-13 21:02:00	CNNW	34	CNNW_20180113_210000_CNN_Newsroom_With_Ana_Cabrera/start/120	FALSE \"INBOUND MISSILE\" ALERT TERRIFIES PEOPLE IN HAWAII\nHAWAII'S GOVERNOR: EMPLOYEE \"PUSHED THE WRONG BU'ITON\"\n38 MINUTES PASSED BETWEEN \"MISSILE ALERT\" AND \"FALSE ALARM\
2018-01-13 21:02:00	FOXNEWSW	26	FOXNEWSW_20180113_210000_Americas_News_HQ/start/120	HAWAII GOV: WRONG BUTTON PUSHED DURING. SHIFT CHANGE LED TO FALSE ALARM\nWHITE HOUSE OFFICIAL: FALSE MISSILE. ALARM WAS PURELY A STATE EXERCISE
2018-01-13 21:03:00	MSNBCW	27	MSNBCW_20180113_210000_MSNBC_Live/start/180	SEN. BRIAN SCHATZ I (o) HAWAII\nHAWAII EMA: \"NO MISSILE THREAT TO HAWAII\"\nHAWAIIANS RECEIVE SCARY FALSE ALARM:. \"RAI I ISTIC MISSII F THPFAT INROUNI')\"\nHAWAIIANS...
