2018-01-11 00:00:00	BBCNEWS	26	BBCNEWS_20180111_000000_	SEARCH FOR MH37O RESUMES\nCALIFORNIA MUDSLIDES
2018-01-11 18:33:00	FOXNEWSW	4	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/1980	TRUMP FACING DECISION ON WHETHER TO. I A A A A A A A I A A A A ' A A
2018-01-11 18:34:00	CNNW	11	CNNW_20180111_180000_Wolf/start/2040	V\u201d 8OO149717 4677O3. LOVESHRINERS.ORG\nDo you know a child who needs our speCIa Ized care?. C nfa\ufb02 \\Inur lnral h nnr< ann n|< fnr Idrpn mdav
2018-01-11 18:34:00	MSNBCW	10	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2040	REP. JACKIE SPEIER | (D-CA) INTELLIOGENCE COMMITTEE\nTRUMP SAYS \"NO COLLUSION\" WITH RUSSIA 7 TIMES IN SINGLE ANSWER
2018-01-11 18:35:00	FOXNEWSW	7	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2100	TRUMP SET TO DECIDE WHETHER TO RE- CERTIFY\nTRUMP SET TO DECIDE WHETHER TO RE-CERTIFY
2018-01-11 18:35:00	MSNBCW	3	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2100	TRUMP SET TO HOST LISTENING SESSION ON PRISON REFORM
2018-01-11 18:37:00	BBCNEWS	17	BBCNEWS_20180111_183000_Sportsday/start/420	SPORTSDAV\nksPOlTsDAme [\u20145\u2014'n-
2018-01-11 18:37:00	CNNW	34	CNNW_20180111_180000_Wolf/start/2220	GOP'S FLAKE: WE'VE REACHED BIPARTISAN \"DREAMER\" DEAL
2018-01-11 18:37:00	FOXNEWSW	11	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2220	UMP TOUTS NORTH & SOUTH KOREA TALKS, SAYING HE\nWH FACING HIGH-STAKES DECISIONS
2018-01-11 18:38:00	MSNBCW	8	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2280	Victoza\" is a medicine for adults with type 2 diabetes that along with your. h current treatment for your cardiovascular (CV) disease, may reduce the risk\nvictoza.com See our ad in Diabetes Self-Management.
2018-01-11 18:39:00	BBCNEWS	3	BBCNEWS_20180111_183000_Sportsday/start/540	MARK WOOD. England
2018-01-11 18:39:00	CNNW	50	CNNW_20180111_180000_Wolf/start/2340	GOP'S FLAKE: WE'VE REACHED BIPARTISAN \"DREAMER\" DEAL\nWH PERMITS STATES TO MAKE MEDICAID RECIPIENTS WORK
2018-01-11 18:39:00	MSNBCW	6	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2340	TRUMP PAVES WAY FOR MEDICAID WORK REQUIREMENT
2018-01-11 18:40:00	CNNW	35	CNNW_20180111_180000_Wolf/start/2400	WH ALLOWS STATES TO REQUIRE MEDICAID RECIPIENTS TO WORK. . Can require them to work, volunteer, go to school or enterjob training\nWH PERMITS STATES TO MAKE MEDICAID RECIPIENTS WORK
2018-01-11 18:41:00	MSNBCW	16	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2460	FLAKE: \"WE\u2019 RE AT A DEAL\" ON \"DREAMERS\"\nTRUMP PAVES WAY FOR MEDICAID WORK REQUIREMENT\nFLAKE: BIPARTISAN SENATORS REACH \"DREAMERS\" DEAL\nFLAKE: \"IT CAN'T BE A WALL, |T NEEDS TO...
2018-01-11 18:42:00	FOXNEWSW	9	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2520	drop15now.com\nAn1Rnr\\\\Al ham 9 77_ll :'-CI7I
2018-01-11 18:42:00	MSNBCW	28	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2520	TRUMP PAVES WAY FOR MEDICAID WORK REQUIREMENT\nTRUMP ADMIN. ALLOWS STATES TO MAKE PEOPLE WORK FOR MEDICAID
2018-01-11 18:43:00	BBCNEWS	14	BBCNEWS_20180111_183000_Sportsday/start/780	NBA COMES TO LONDON. The match is the eighth NBA game to be held in London\nNBA COMES TO LONDON. Celtics last wan NBA Finals in 2OO8, 76m champions in 1983\nNBA COMES TO LONDON. NBA aiming rO expand inro foreign...
2018-01-11 18:43:00	FOXNEWSW	13	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2580	ICE AGENTS RAID NEARLY 1OO 7-ELEVEN STORES\nTHRMAEHRMAN i
2018-01-11 18:43:00	MSNBCW	33	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2580	TRUMP PAVES WAY FOR MEDICAID WORK REQUIREMENT\nJAKE SHERMAN V ESHIJRVPWFP\nIRS REPORTEDLY UNDER PRESSURE TO BOOST. TAKF-HOMF DAY AHFAn O|: MInTFpM Fl FCTIONS
2018-01-11 18:45:00	FOXNEWSW	14	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2700	' UMP ADMINISTRATION APPEARS TO OPEN NEW FRONT\n. RUMP ADMINISTRATION APPEARS TO OPEN NEW FRONT. . IMMIGDATInM FMFnDrFMFMT WITI-I MATInMM/IDF DAIDC
2018-01-11 18:45:00	MSNBCW	17	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2700	1_- 8OO- 423- 7771 Call now for free gt
2018-01-11 18:46:00	CNNW	31	CNNW_20180111_180000_Wolf/start/2760	GOP'S FLAKE: WE'VE REACHED BIPARTISAN \"DREAMER\" DEAL\nWH OFFICIAL SKEPTICAL OF FLAKE'S \"DREAMER\" DEAL REVELATION\nGOP'S FLAKE: WE'VE REACHED BIPARTISAN \"DREAMER\" DEAL. . Jeremy Diamond OW...
2018-01-11 18:47:00	BBCNEWS	8	BBCNEWS_20180111_183000_Sportsday/start/1020	SPOHTSDAV
2018-01-11 18:47:00	CNNW	52	CNNW_20180111_180000_Wolf/start/2820	WH OFFICIAL SKEPTICAL OF FLAKE'S \"DREAMER\" DEAL REVELATION\nWASHINGTON GOVERNOR TO TRUMP: NO DRILLING OFF COAST
2018-01-11 18:47:00	FOXNEWSW	9	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2820	SouthBeachForMen.com. \u2014 - _ \u2014
2018-01-11 18:47:00	MSNBCW	14	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2820	1- 8OO- 423- 7771 ~AARP' \u201c3.31135.
2018-01-11 18:48:00	CNNW	7	CNNW_20180111_180000_Wolf/start/2880	WASHINGTON GOVERNOR TO TRUMP: NO DRILLING OFF COAST\n1-8OO-454-9996. ALK\u2014N use msmesmnmm
2018-01-11 18:48:00	MSNBCW	14	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/2880	FLAKE: \"WE\u2019 RE AT A DEAL\" ON \"DREAMERS\"\nFLAKE: BIPARTISAN SENATORS REACH \"DREAMERS\" DEAL
2018-01-11 18:50:00	MSNBCW	40	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/3000	SOON: TRUMP HOSTS LISTENING SESSION ON PRISON REFORM\nFLAKE: BORDER WALL \"NEEDS TO BE MORE OF A FENCE\"\nTRUMP'S SON-IN-LAW KUSHNER SPEARHEADING PRISON REFORM
2018-01-11 18:51:00	MSNBCW	11	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/3060	SOON: TRUMP HOSTS LISTENING SESSION ON PRISON REFORM\nTRUMP'S SON-IN-LAW KUSHNER SPEARHEADING PRISON REFORM
2018-01-11 18:52:00	BBCNEWS	14	BBCNEWS_20180111_185000_BBC_News/start/120	NHS UNDER PRESSURE 1'. 85.1% of patients seen in 4 hours, under 95% target ' -\nNHS UNDER PRESSURE. ME waits in England during December worst since 2OO4\nNHS UNDER PRESSURE. A&E waiting targets introduced in 2OO4\nDr...
2018-01-11 18:52:00	CNNW	26	CNNW_20180111_180000_Wolf/start/3120	WASHINGTON GOVERNOR TO TRUMP: NO DRILLING OFF COAST. . Gov writes to Admin after Florida is exempted from drilling plan\nwww.MantecaTrailer.com I] E
2018-01-11 18:52:00	FOXNEWSW	10	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/3120	WHETHER PRESIDENT TRUMP SHOULD AGREE TO AN. Tcnvmwwl MIIFIIFD'Q TEAM Ac DADT nl: DI Iccm Donn: -
2018-01-11 18:53:00	BBCNEWS	23	BBCNEWS_20180111_185000_BBC_News/start/180	NHS UNDER PRESSURE. NHS Providers: Hospitals unsafe & over-crowded\nNHS UNDER PRESSURE. NHS Providers: NHS at a watershed moment for funding\nNHS UNDER PRESSURE. 68 Heads of NE departments have written...
2018-01-11 18:53:00	CNNW	26	CNNW_20180111_180000_Wolf/start/3180	WASHINGTON GOVERNOR TO TRUMP: NO DRILLING OFF COAST. . . . GOV Jay Inslee (D) Washington\nWASHINGTON GOVERNOR TO TRUMP: NO DRILLING OFF COAST. . . . Gov writes to Admin after Florida is exempted from drilling plan\nWASHINGTON...
2018-01-11 18:54:00	FOXNEWSW	4	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/3240	. EVAN SIEGFRIED. . AI rrunn \"an mac\
2018-01-11 18:54:00	MSNBCW	9	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/3240	TRUMP'S SON-IN-LAW KUSHNER SPEARHEADING PRISON REFORM\nTRUMP, KUSHNER TO DISCUSS WAYS To PROVIDE NON-VIOLENT. DmmNFps WITH SKII I s NFFDFI') mp SFCONI') CHANCF
2018-01-11 18:55:00	BBCNEWS	13	BBCNEWS_20180111_185000_BBC_News/start/300	BRA FIRM LOSES ROYAL WARRANT. Lingerie firm Rigby & Peller has lost royal warrant\nBRA FIRM LOSES ROYAL WARRANT. Rigby & Feller had held a royal warrant since 196O\nBRA FIRM LOSES ROYAL WARRANT. June Kenton was the...
2018-01-11 18:56:00	BBCNEWS	3	BBCNEWS_20180111_185000_BBC_News/start/360	CHRIS McCABE. Butcher
2018-01-11 18:56:00	CNNW	49	CNNW_20180111_180000_Wolf/start/3360	WASHINGTON GOVERNOR TO TRUMP: NO DRILLING OFF COAST. . . . GOV Jay Inslee (D) Washington\nGRAHAM REFUTES FLAKE'S DECLARATION OF \"DREAMER\" DEAL\nWASHINGTON GOVERNOR TO TRUMP: NO DRILLING OFF COAST
2018-01-11 18:56:00	FOXNEWSW	5	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/3360	Heart Failure symptoms increase the risk
2018-01-11 18:56:00	MSNBCW	18	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/3360	SOON: WH BRIEFS AS SENATE REACHES \"DREAMERS\" DEAL\nTRUMP'S SON-IN-LAW KUSHNER SPEARHEADING PRISON REFORM
2018-01-11 18:57:00	MSNBCW	7	MSNBCW_20180111_180000_MSNBC_Live_With_Craig_Melvin/start/3420	for an immediate payment.
2018-01-11 18:58:00	CNNW	4	CNNW_20180111_180000_Wolf/start/3480	nutrisystem.cumlturhn13 888-8974\"!
2018-01-11 18:58:00	FOXNEWSW	7	FOXNEWSW_20180111_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/3480	egglandsbest.com
2018-01-11 19:00:00	CNNW	28	CNNW_20180111_180000_Wolf/start/3600	GOP'S GRAHAM REFUTES FLAKE DECLARING \"DREAMER\" DEAL\nBrooke Baldwin. @BrookeBCNN
2018-01-11 19:02:00	BBCNEWS	13	BBCNEWS_20180111_190000_Beyond_100_Days/start/120	IRAN NUCLEAR DEAL. Johnson: Challenges US to find a better alternative\nIRAN NUCLEAR DEAL. Mogherini: EU is committed to the accord\nIRAN NUCLEAR DEAL. Meeting in Brussels focused on preserving the deal\nIRAN...
2018-01-11 19:02:00	CNNW	62	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/120	GOP'S GRAHAM REFUTES FLAKE DECLARING \"DREAMER\" DEAL
2018-01-11 19:02:00	FOXNEWSW	27	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/120	II I \u2014 - -. IWMAKERS SEARCH FOR IMMIGRATION DEAL\nWMAKERS SEARCH FOR IMMIGRATION DEAL\nf \u2014 \u2019 _. OUSE REJECTS AMENDMENT CURBING FISA '
2018-01-11 19:02:00	MSNBCW	9	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/120	FLAKE: BIPARTISAN SENATORS REACH \"DREAMERS\" DEAL\nSOON: WH BRIEFS AS SENATE REACHES \"DREAMERS\" DEAL
2018-01-11 19:03:00	MSNBCW	38	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/180	FLAKE: BIPARTISAN SENATORS REACH \"DREAMERS\" DEAL\nFLAKE: SENATE \"DREAMERS\" DEAL \"T HE. nNI v GAMF IN TOWN, THFDF\u2019S NO OTHFD nu I \
2018-01-11 19:04:00	FOXNEWSW	16	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/240	OUSE VOTES 256-164 TO RENEW FISA\n( FACTS. . A PROGRAM WAS CREATED IN 1978 TO GUARD AGAINST\n> KARL ROVE | FMR WHITE HOUSE DEP CHIEF OF STAFF\nO USE VOTES 256-164 TO...
2018-01-11 19:05:00	BBCNEWS	24	BBCNEWS_20180111_190000_Beyond_100_Days/start/300	IRAN NUCLEAR DEAL \u2019 '. In return crippling economic sanctions were lifted .\nIRAN NUCLEAR DEAL \u2019. Iran limited its nuclear programme under deal\nIRAN NUCLEAR DEAL \u2019 '. 2O15 deal with US, UK, Germany, France,...
2018-01-11 19:05:00	CNNW	38	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/300	GOP'S GRAHAM REFUTES GOP'S FLAKE ON \"DREAMER\" DEAL\nWH OFFICIAL \"SKEPTICAL\" OF ANNOUNCED \"DREAMER\" DEAL\nGOP'S GRAHAM REFUTES GOP'S FLAKE ON \"DREAMER\" DEAL. Rep Pete Aguilar (D) Developed...
2018-01-11 19:05:00	FOXNEWSW	14	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/300	WMAKERS SEARCH FOR IMMIGRATION DEAL ii\ufb01\nFISA SECTION 7O2 WAS ADDED TO. FICA IM onnn Ann nnmcwcn IN omo\nFISA SECTION 7O2 WAS ADDED TO. FICA IM onnn Ann Dcmcwcn IN omo
2018-01-11 19:05:00	MSNBCW	16	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/300	FLAKE: \"WE\u2019 RE AT A DEAL\" ON \"DREAMERS\"\nFLAKE: SENATE \"DREAMERS\" DEAL \"T HE. ONI v GAMF IN TOWN, THFDF\u2019S NO OTHFD nu I \"\nFLAKE: BORDER WALL \"NEEDS TO BE MORE OF A...
2018-01-11 19:06:00	BBCNEWS	21	BBCNEWS_20180111_190000_Beyond_100_Days/start/360	IRAN NUCLEAR DEAL \u2019 \\. Trump accused Iran O1 committing 'multiple violations' O! deal\nIRAN NUCLEAR DEAL \u2019. US President is a staunch opponent of the deal\nIRAN NUCLEAR DEAL \u2019. European powers urge US not to withdraw
2018-01-11 19:06:00	CNNW	50	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/360	GOP'S GRAHAM REFUTES GOP'S FLAKE ON \"DREAMER\" DEAL. Rep Will Hurd (R) Developed Bipartisan Plan for DREAMers\nGOP'S GRAHAM REFUTES GOP'S FLAKE ON \"DREAMER\" DEAL
2018-01-11 19:06:00	MSNBCW	46	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/360	FLAKE: BORDER WALL \"NEEDS TO BE MORE OF A FENCE\"\nFLAKE: BORDER WALL \" NEEDS TO BE MORE OF A FENCE\
2018-01-11 19:07:00	CNNW	31	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/420	GOP'S GRAHAM REFUTES GOP'S FLAKE ON \"DREAMER\" DEAL\nGOP'S GRAHAM REFUTES GOP'S FLAKE ON \"DREAMER\" DEAL. . Kellyanne Conway Counselor to President Trump\nGOP'S GRAHAM REFUTES GOP'S FLAKE...
2018-01-11 19:07:00	FOXNEWSW	18	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/420	SOON: WH BRIEFING\n\ufb02-- J --?,T-. . Sen Gardner (R-CO) Sen Flake (R-AZ) Sen Menendez (D-NJ)
2018-01-11 19:08:00	BBCNEWS	33	BBCNEWS_20180111_190000_Beyond_100_Days/start/480	@ KanyKayBBc\nn BeyondWOODays
2018-01-11 19:08:00	MSNBCW	24	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/480	HOUSE PASSES REAUTHORIZATION OF SECRET COURT SURVEILLANCE LAW\nHOUSE PASSES REAUEHORIZATION OF SECRET COURT SURVEILLANCE LAW
2018-01-11 19:09:00	CNNW	28	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/540	GOP'S GRAHAM REFUTES GOP'S FLAKE ON \"DREAMER\" DEAL. Rep Pete Aguilar (D) Developed Bipartisan Plan for DREAMers\nGOP'S GRAHAM REFUTES GOP'S FLAKE ON \"DREAMER\" DEAL. Rep Will Hurd (R) Developed Bipartisan Plan for DREAMers\nGOP'S GRAHAM REFUTES...
2018-01-11 19:09:00	FOXNEWSW	12	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/540	SOON: WH BRIEFING
2018-01-11 19:10:00	BBCNEWS	13	BBCNEWS_20180111_190000_Beyond_100_Days/start/600	US RUSSIA INVESTIGATION \u2019 '. Trump has repeatedly denied accusations of collusion ,\nUS RUSSIA INVESTIGATION \u2019 '. Trump: Unlikely I will be interviewed by Mueller\nUS RUSSIA INVESTIGATION \u2019. Mueller looking at...
2018-01-11 19:10:00	MSNBCW	13	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/600	TRUMP: FISA ACT MAY HAVE BEEN USED BY OBAMA ADMIN.,. (mums TO \"RADI v SUDVFII AND ARUSF\" MY CAMPAIGN\nTRUMP: FISA ACT MAY HAVE BEEN USED BY OBAMA ADMIN.,. Omm; TO \"RADI v SUDVFII AND ARUSF\" MY CAMPAIGN\nTRUMP: FlSA ACT MAY HAVE BEEN USED...
2018-01-11 19:12:00	MSNBCW	21	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/720	TRUMP SIDESTEPS MUELLER INTERVIEW QUESTION, SLAMS CLINTON\nTRUMP: FISA ACT MAY HAVE BEEN USED BY OBAMA ADMIN.,. mums TO \"RADI v SUDVFII AND ARI ISF\" MY CAMPAIGN\nMICHAEL CAPUTO | FMR. TRUMP...
2018-01-11 19:13:00	BBCNEWS	11	BBCNEWS_20180111_190000_Beyond_100_Days/start/780	US RUSSIA INVESTIGATION \u2019 '. Mueller looking at possible ties between Trump and Russia\nUS RUSSIA INVESTIGATION ' 7. US Media: Tvump's lawyers in talks with Mueller investigation\nUS RUSSIA INVESTIGATION \u2019. Trump has...
2018-01-11 19:13:00	CNNW	5	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/780	SOURCE: TRUMP \"GOT AHEAD OF HIMSELF\" ON MUELLER CHAT\nGOP'S GRAHAM REFUTES GOP'S FLAKE ON \"DREAMER\" DEAL\nFor occasional sleeplessness associated with minor pain.
2018-01-11 19:14:00	BBCNEWS	11	BBCNEWS_20180111_190000_Beyond_100_Days/start/840	US RUSSIA INVESTIGATION \u2019 '. Robert Mueller is leading a Special Counsel investigation\nUS RUSSIA INVESTIGATION \u2019 '. Mueller looking at possible ties between Trump and Russia\nUS RUSSIA INVESTIGATION '. US Media: Tvump's...
2018-01-11 19:14:00	CNNW	3	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/840	SAF '\\ TEP 1-8OO454'9996. . WALK-IN TuaC n'saies\ufb02\ufb02lc\ufb02m
2018-01-11 19:14:00	FOXNEWSW	6	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/840	SUBSCRIBE TODAY. VISIT lN-STORE OR OFFICEDEPOT.COM/INK\nEnd 1/13. Limit 2. Exclusions apply, Multipacks cuun| as one.\n1 -8OO-9O8-1 85 1. . www.acornstair|ifts.com
2018-01-11 19:14:00	MSNBCW	38	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/840	TRUMP SLAMS, THEN SUPPORTS SECRET COURT SURVEILLANCE LAW\nMICHAEL CAPUTO | FMR. TRUMP CAMPAIGN ADVISOR\nTRUMP: FISA VOTE \"IS ABOUT FOREIGN SURVEILLANCE. O|: FODFIGN RAD GUYS ON FOPFIGN I AND,...
2018-01-11 19:15:00	MSNBCW	38	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/900	TRUMP: FISA VOTE \"IS ABOUT FOREIGN SURVEILLANCE. O|: FODFIGN RAD (=le ON FOPFIGN I AND, WF NFFI') IT!\"\nMICHAEL CAPUTO I FMR. TRUMP CAMPAIGN ADVISOR\nMICHAEL CAPUTO | FMR. TRUMP CAMPAIGN ADVISOR
2018-01-11 19:16:00	BBCNEWS	17	BBCNEWS_20180111_190000_Beyond_100_Days/start/960	n BeyondiOODays
2018-01-11 19:16:00	FOXNEWSW	19	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/960	. AWAITING WHITE HOUSE BRIEFING\nAWAITING WHITE HOUSE BRIEFING
2018-01-11 19:17:00	CNNW	19	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1020	TRUMP TALKS PRISON REFORM, A KUSHNER-LED PROJECT\nmum SUNDAY. T R o P H -
2018-01-11 19:17:00	MSNBCW	9	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/1020	HOUSE PASSES REAUTHORIZATION OF SECRET COURT SURVEILLANCE LAW\nTRUMP HOSTING LISTENING SESSION ON PRISON REFORM\nMICHAEL CAPUTO | FMR. TRUMP CAMPAIGN ADVISOR
2018-01-11 19:18:00	FOXNEWSW	24	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/1080	{UMP HOLDING DISCUSSION ON PRISON REFORM :-\n. AWAITING WHITE HOUSE BRIEFING
2018-01-11 19:18:00	MSNBCW	45	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/1080	TRUMP SLAMS, THEN SUPPORTS SECRET COURT SURVEILLANCE LAW
2018-01-11 19:20:00	CNNW	53	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1200	TRUMP TALKS PRISON REFORM, A KUSHNER-LED PROJECT. . Van Jones Former Obama Administration Official\nTRUMP TALKS PRISON REFORM, A KUSHNER-LED PROJECT. . Van Jones CJ\\N Political Commentator
2018-01-11 19:20:00	FOXNEWSW	23	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/1200	UMP: WE WILl PROVIDE LADDER OF OPPORTUNITY\n> GEN. JACK KEANE | CHAIR, INST. FOR THE STUDY OF WAR
2018-01-11 19:20:00	MSNBCW	8	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/1200	HOUSE PASSES REAUTHORIZATION OF SECRET COURT SURVEILLANCE LAW
2018-01-11 19:23:00	FOXNEWSW	8	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/1380	v\"* I Iviv-IIII. . nutrisysfemcom/furbol 3
2018-01-11 19:24:00	CNNW	15	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1440	vvv vv-. . ForcedToFlee.com
2018-01-11 19:24:00	MSNBCW	35	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/1440	TRUMP: SAYS \"NO COLLUSION\" WITH RUSSIA 7 TIMES IN SINGLE ANSWER
2018-01-11 19:25:00	MSNBCW	27	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/1500	TRUMP: \"SEEMS UNLIKELY\" I'LL GIVE INTERVIEW IN RUSSIA PROBE\nTRUMP: SAYS \"NO COLLUSION\" WITH RUSSIA 7 TIMES IN SINGLE ANSWER\nSOURCE: SPECIAL COUNSEL HAS NOT REQUESTED PENCE INTERVIEW
2018-01-11 19:26:00	CNNW	38	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1560	TRUMP UNDERCUTS ADMIN'S STANCE ON SURVEILLANCE BILL. . House passes key US. surveillance program, a\ufb01erTrump tweets spark chaos\n1-8OO-831-37OO mesobook.com. . Mesothelioma Book\nBrooke Baldwin. @BrookeBCNN
2018-01-11 19:26:00	FOXNEWSW	24	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/1560	RUMP ON IRAN: 'FIND OUT SOON'\nPRESIDENT TRUMP SAYS HE IS WILLING TO SPEAK
2018-01-11 19:26:00	MSNBCW	45	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/1560	TRUMP: \"SEEMS UNLIKELY\" I'LL GIVE INTERVIEW IN RUSSIA PROBE\nTRUMP: RUSSIA DOSSIER \"DISCREDITED AND PHONY\
2018-01-11 19:27:00	FOXNEWSW	24	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/1620	LAT 3-YEAR HIGH AHEAD OF IRAN DECISION\nIL AT 3-YEAR HIGH AHEAD OF IRAN DECISION
2018-01-11 19:28:00	BBCNEWS	7	BBCNEWS_20180111_190000_Beyond_100_Days/start/1680	NEXT WEEK
2018-01-11 19:29:00	CNNW	27	CNNW_20180111_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1740	WH BRIEFING AMID CONFUSION OVER FATE OF \"DREAMERS\". . Steve Mnuchin Treasury Secretary\nWH BRIEFING AMID CONFUSION OVER FATE OF \"DREAMERS\"\nA M SUNDAY. T R O P H Y 9p. . ET/PT
2018-01-11 19:29:00	FOXNEWSW	62	FOXNEWSW_20180111_190000_The_Daily_Briefing_With_Dana_Perino/start/1740	> STEVEN MNUCHIN | TREASURY SECRETARY
2018-01-11 19:29:00	MSNBCW	40	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/1740	WH BRIEFS AS BIPARTISAN SENS REACH \"DREAMERS\" DEAL\nTREASURY SECY SPEAKS ON TRUMP DAVOS TRIP\nTREASURY SECRETARY BRIEFS ON GOP TAX LAW
2018-01-11 19:30:00	BBCNEWS	20	BBCNEWS_20180111_190000_Beyond_100_Days/start/1800	TRUMP THREATENS IRAN DEAL\nCALIFORNIA MUDSLIDES\nRAIDING THE RITZ
2018-01-11 19:30:00	MSNBCW	45	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/1800	TREASURY SECRETARY BRIEFS ON GOP TAX LAW\nSECY. STEVE MNUCHIN ' DEPARTMENT OF TREASURY
2018-01-11 19:31:00	MSNBCW	23	MSNBCW_20180111_190000_MSNBC_Live_With_Katy_Tur/start/1860	TREASURY SECY.: IRS CHANGING WITHHOLDING TABLES DUE TO TAX LAW\nTREASURY SECY.: IRS TO RELEASE NEW WITHHOLDING CALCULATOR\nTREASURY SECRETARY BRIEFS ON GOP TAX LAW
2018-01-11 19:32:00	BBCNEWS	16	BBCNEWS_20180111_190000_Beyond_100_Days/start/1920	SECOND BREXIT REFERENDUM?. Pro-EU campaigners have welcomed the comment\nSECOND BREXIT REFERENDUM? \u2019. Nigel Farage: Vote could 'kill off' Remain campaign\nSECOND BREXIT REFERENDUM? \u2019. Prominent Brexit...
